"","NAME","PROGRAM.IDENTIFIER","INSPECTION.DATE","DESCRIPTION","ADDRESS","CITY","ZIP.CODE","PHONE","LONGITUDE","LATITUDE","INSPECTION.BUSINESS.NAME","INSPECTION.TYPE","INSPECTION.SCORE","INSPECTION.RESULT","INSPECTION.CLOSED.BUSINESS","VIOLATION.TYPE","VIOLATION.DESCRIPTION","VIOLATION.POINTS","BUSINESS_ID","INSPECTION_SERIAL_NUM","VIOLATION_RECORD_ID","GRADE"
"167109","QUEEN ANNE COFFEE CO","QUEEN ANNE COFFEE CO","04/21/2022","Seating 13-50 - Risk Category III","1811 QUEEN ANNE AVE N #101","SEATTLE","98109","(206) 948-2325",-122.357302632,47.6351895299,"QUEEN ANNE COFFEE CO","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0063705","DAI7AOU1O","",1
"167117","QUEEN ANNE ELEMENTARY","QUEEN ANNE ELEMENTARY","05/23/2022","School Lunch Program - Risk II","411 BOSTON ST","SEATTLE","98109","(206) 252-0661",-122.34896754,47.63796548,"QUEEN ANNE ELEMENTARY","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0081514","DAD1WG70Y","",NA
"167137","QUEEN ANNE ISARN THAI","QUEEN ANNE ISARN THAI","","Seating 51-150 - Risk Category III","2125 QUEEN ANNE AVE N ","Seattle","98109","(425) 698-8641",-122.3572202865,47.6378813446,"","",NA,"","","","",0,"PR0043247","","",1
"167142","QUEEN BEE CAFE","QUEEN BEE CAFE","04/22/2021","Seating 0-12 - Risk Category III","2200 E MADISON ST STE B","SEATTLE","98112","(425) 861-9993",-122.30321,47.619044,"QUEEN BEE CAFE","Routine Inspection/Field Review",10,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0083771","DA9DAG1HT","IVCPZPIM7",2
"167166","QUEEN CITY YACHT CLUB","QUEEN CITY YACHT CLUB","11/04/2022","Seating 51-150 - Risk Category III","2608 BOYER AVE E ","Seattle","98102","(206) 709-2000",-122.316616289,47.6435776592,"QUEEN CITY YACHT CLUB","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0003553","DAFHOR9QZ","IVFSOX61Q",1
"167198","QUEEN MARGHERITA","QUEEN MARGHERITA","","Seating 13-50 - Risk Category III","3111 W MCGRAW ST #103","SEATTLE","98199","(206) 226-4350",-122.3975123692,47.6393605056,"","",NA,"","","","",0,"PR0078090","","",1
"167199","QUEEN MARY","QUEEN MARY","09/08/2022","Seating 13-50 - Risk Category III","2912 NE 55TH ST ","SEATTLE","98105","(206) 527-2770",-122.295581373,47.6686741443,"QUEEN MARY","Routine Inspection/Field Review",13,"Unsatisfactory","false","BLUE","3500 - Employee cleanliness and hygiene",3,"PR0020213","DA0HHURPI","IVA0MHLM1",1
"167255","QUEEN SHEBA","QUEEN SHEBA","04/30/2021","Seating 51-150 - Risk Category III","916 E JOHN ST ","SEATTLE","98102","(206) 322-0852",-122.3201346287,47.620060027,"QUEEN SHEBA","Routine Inspection/Field Review",10,"Unsatisfactory","false","BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0002840","DAQYCCBWM","IV5RRKICU",1
"167349","QUEER BAR","QUEER BAR","03/10/2022","Seating 13-50 - Risk Category III","1518 11TH AVE","SEATTLE","98122","(206) 919-5820",-122.3179303425,47.6147230256,"QUEER BAR","Consultation/Education - Field",0,"Complete","false","","",0,"PR0055906","DAGR9KAPV","",1
"167351","QUICK 'N' EZ","QUICK 'N' EZ","06/16/2021","Grocery Store-no seating - Risk Category I","800 NW 85TH ST ","Seattle","98117","",-122.3665078398,47.6908862751,"QUICK 'N' EZ","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0015182","DAZLSKUHE","",NA
"167387","QUICK CHIC","QUICK CHIC","07/29/2021","Seating 0-12 - Risk Category III","9001 16TH AVE SW","Seattle","98106","(206) 773-6199",-122.3554406042,47.5227114881,"QUICK CHIC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0048618","DAPSB0BES","",1
"167388","QUICK PACK MART","QUICK PACK MART","08/22/2022","Seating 0-12 - Risk Category III","2616 S JACKSON ST","Seattle","98144","(206) 328-2127",-122.2978377942,47.5994686277,"QUICK PACK MART","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0046115","DA6SEK0WX","",1
"167476","QUICK STOP FOOD MART","QUICK STOP FOOD MART","10/21/2022","Grocery Store-no seating - Risk Category I","10723 1ST AVE S ","Seattle","98168","(206) 653-6452",-122.3339963644,47.5070538609,"QUICK STOP FOOD MART","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0032468","DABKKCHH0","",NA
"167482","QUINN'S","QUINN'S","05/27/2021","Seating 51-150 - Risk Category III","1001 E PIKE ST ","Seattle","98122","(206) 325-7711",-122.3192195511,47.6139627536,"QUINN'S","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0003175","DAWQNEBMM","",2
"167525","QUIZNOS SUBS","QUIZNOS SUBS","09/28/2022","Seating 13-50 - Risk Category III","821 1ST AVE ","SEATTLE","98104","(206) 255-3802",-122.3355368794,47.6035794678,"QUIZNOS SUBS","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0068951","DAMAHIEIX","IVOGUSQU4",1
"167622","R & B TEA","R & B TEA","07/07/2022","Seating 13-50 - Risk Category III","1100 NE 45TH ST STE 100","SEATTLE","98105","(714) 660-8106",-122.3162398,47.66154923,"R & B TEA","Routine Inspection/Field Review",15,"Unsatisfactory","false","RED","0600 - Adequate handwashing facilities",10,"PR0084565","DAOHAJSS0","IVDYQDCTU",2
"167665","R & M DESSERT BAR","R & M DESSERT BAR","03/15/2021","Seating 13-50 - Risk Category II","601 E PIKE ST","SEATTLE","98122","(206) 351-9993",-122.32412792,47.61394764,"R & M DESSERT BAR","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0086923","DAKDI2B0V","",1
"167723","R L HUBBARD CO, INC","R L HUBBARD CO, INC - RICK'S CHEVRON","01/19/2022","Grocery Store-no seating - Risk Category I","8506 5TH AVE NE ","Seattle","98115","(206) 525-8821",-122.3226743539,47.6906505991,"R L HUBBARD CO, INC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0011578","DAFZLOJX2","",NA
"167738","R&B TEA","R&B TEA","11/09/2022","Seating 0-12 - Risk Category III","1629 6TH AVE","SEATTLE","98101","(206) 858-2006",-122.33635596,47.61286056,"R&B TEA","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, sanitizer concentration",5,"PR0081483","DAYEOAXRX","IVQDBZIEB",1
"167741","RABBIT RABBIT TEA SEATTLE","RABBIT RABBIT TEA SEATTLE","06/03/2022","Seating 0-12 - Risk Category III","518 1ST AVE N","SEATTLE","98109","(425) 961-3079",-122.35520708,47.62389803,"RABBIT RABBIT TEA SEATTLE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0089049","DAFPDHEC2","",1
"167743","RACCOLTO RESTAURANT","RACCOLTO RESTAURANT","04/20/2022","Seating 51-150 - Risk Category III","4147 CALIFORNIA AVE SW","SEATTLE","98116","(306) 421-4100",-122.38703731,47.56519992,"RACCOLTO RESTAURANT","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0086286","DAA0ZQ9HK","IVFNOR8SL",1
"167874","RACHA THAI RESTAURANT","RACHA THAI RESTAURANT","01/10/2022","Seating 51-150 - Risk Category III","12 MERCER ST","SEATTLE","98109","(425) 260-4464",-122.3561409387,47.6250231556,"RACHA THAI RESTAURANT","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0077774","DAEFZF2RV","IVY09GT9A",1
"167877","RACHEL A KEITH LLC dba MINT LOUNGE","RACHEL A KEITH LLC dba MINT LOUNGE","","Seating 13-50 - Risk Category I","1207 PINE ST","SEATTLE","98101","(425) 525-9428",-122.3282682189,47.6149269252,"","",NA,"","","","",0,"PR0043450","","",1
"167907","RACHEL'S GINGER BEER","RACHEL'S GINGER BEER","06/22/2022","Seating 13-50 - Risk Category II","4626 26TH AVE NE # 32","SEATTLE","98105","(206) 228-8055",-122.29968985,47.66251181,"RACHEL'S GINGER BEER","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0086859","DAA4SFBTR","IVYKEXBHZ",1
"167910","RACHEL'S GINGER BEER","RACHEL'S GINGER BEER","01/20/2022","Seating 13-50 - Risk Category I","1530 POST ALY","SEATTLE","98101","(360) 929-9885",-122.34111555,47.60939127,"RACHEL'S GINGER BEER","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0083348","DAJWPUZJQ","",1
"167991","RADIATOR WHISKEY","RADIATOR WHISKEY","09/01/2022","Seating 13-50 - Risk Category III","94 PIKE ST #32","SEATTLE","98101","(206) 369-2978",-122.34036283,47.60889006,"RADIATOR WHISKEY","Routine Inspection/Field Review",35,"Unsatisfactory","false","RED","1600 - Proper cooling procedure",25,"PR0082769","DAVGHFT5S","IVVJVY0DN",2
"168013","RADISSON  HOTEL GATEWAY","RADISSON HOTEL - RESTAURANT","08/24/2022","Seating > 250 - Risk Category III","18118 INTERNATIONAL BL ","Seattle","98188","(206) 244-6666",-122.2949130861,47.4404044827,"RADISSON  HOTEL GATEWAY","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0017080","DAXE5WMIF","IVPSAEEJ0",2
"168058","RAE VINO LLC","RAE VINO LLC","06/01/2022","Seating 13-50 - Risk Category II","7216 Woodlawn AVE NE","SEATTLE","98115","(425) 275-7112",-122.32477202,47.68100794,"RAE VINO LLC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0090290","DAI8XQHSK","",1
"168082","RAIN CAFE","RAIN CAFE","11/29/2022","Seating 13-50 - Risk Category III","2401 3RD AVE #1210","SEATTLE","98121","(360) 338-1770",-122.34650458,47.61542886,"RAIN CAFE","Routine Inspection/Field Review",0,"Satisfactory","true","","",0,"PR0089023","DALX7EJ0Y","",4
"168084","RAIN CAFE","RAIN CAFE","07/14/2022","Seating 51-150 - Risk Category III","13200 AURORA AVE N STE C","SEATTLE","98133","(360) 932-6125",-122.34360478,47.72503653,"RAIN CAFE","Routine Inspection/Field Review",15,"Unsatisfactory","false","RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0085049","DA0X1U910","IVSHHMNHI",2
"168116","RAIN CITY BURGERS","RAIN CITY BURGERS","11/01/2022","Seating 13-50 - Risk Category III","6501 ROOSEVELT WAY NE","SEATTLE","98115","(206) 458-5670",-122.3175703294,47.6760048879,"RAIN CITY BURGERS","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0046217","DAGIFO6JQ","IVHUUGPAE",2
"168186","RAIN CITY HOT DOGS & BURGERS LLC","RAIN CITY HOT DOGS & BURGERS LLC","09/29/2022","Mobile Food Unit - Risk Category III","5701 RAINIER AVE S B","SEATTLE","98118","(206) 307-9683",-122.27784552,47.5509748,"RAIN CITY HOT DOGS & BURGERS LLC","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0087249","DAONJS4IY","IVJP0AKHH",NA
"168199","RAIN SHADOW MEATS","RAIN SHADOW MEATS","09/09/2022","Meat/Sea Food - Risk Category III","1531 MELROSE AVE #C","SEATTLE","98122","",-122.32813068,47.61483197,"RAIN SHADOW MEATS","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0080027","DAK150WYK","IVOULCARF",NA
"168292","RAINBOW MINI-MART","RAINBOW MINI-MART","04/01/2022","Grocery Store-no seating - Risk Category I","11454 16TH AVE SW ","Seattle","98146","(206) 242-2806",-122.3547520798,47.4994177596,"RAINBOW MINI-MART","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0014302","DABGMSCMQ","",NA
"168374","RAINIER BEACH SR HIGH","RAINIER BEACH SR HIGH","09/22/2022","School Lunch Program - Risk II","8815 SEWARD PK AVE S ","Seattle","98118","",-122.2648526259,47.5241088291,"RAINIER BEACH SR HIGH","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0003568","DA8BKPAAT","",NA
"168441","RAINIER CLUB","RAINIER CLUB","11/14/2022","Seating > 250 - Risk Category III","820 4TH AVE","Seattle","98104","(206) 296-6848",-122.3316738235,47.6052791604,"RAINIER CLUB","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0003574","DAC8JMEL4","",1
"168492","RAINIER GOLF & COUNTRY CLUB","RAINIER GOLF CLUB RESTAUR","11/03/2021","Seating 151-250 - Risk Category III","11133 DES MOINES MEMORIAL DR S ","Seattle","98168","(206) 242-2222",-122.3078280424,47.5050809686,"RAINIER GOLF & COUNTRY CLUB","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0004795","DAJ76J2OP","",1
"168616","RAINIER PREP","RAINIER PREP","09/27/2022","School Lunch Program - Risk II","10211 12TH AVE S","SEATTLE","98168","(206) 494-5979",-122.31836518,47.5115131,"RAINIER PREP","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0084978","DAVXN2BQE","",NA
"168629","RAINIER RESTAURANT","RAINIER RESTAURANT","10/20/2022","Seating 151-250 - Risk Category III","6400 M L KING JR WAY S ","SEATTLE","98118","(206) 356-6770",-122.284667149,47.5451563628,"RAINIER RESTAURANT","Return Inspection",5,"Unsatisfactory","false","","",0,"PR0011572","DAYGVBXF9","",3
"168646","RAINIER SHELL","RAINIER SHELL","08/23/2022","Seating 0-12 - Risk Category I","7219 RAINIER AVE S","Seattle","98118","(206) 723-0532",-122.2709831391,47.5379048986,"RAINIER SHELL","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","2900 - Adequate equipment for temperature control",5,"PR0018215","DAYXXRVV0","IVTGNF8YX",1
"168651","RAINIER TERIYAKI","RAINIER TERIYAKI","08/29/2022","Seating 13-50 - Risk Category III","3330 RAINIER AVE S #A","SEATTLE","98144","(206) 725-7783",-122.2937282351,47.5732447547,"RAINIER TERIYAKI","Routine Inspection/Field Review",10,"Unsatisfactory","false","BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0010712","DALUMC4PO","IVZLES3KG",1
"168654","RAINIER VALERO","RAINIER VALERO","06/28/2022","Seating 0-12 - Risk Category III","7301 RAINIER AVE S","Seattle","98118","(425) 357-1721",-122.2706505301,47.5367951876,"RAINIER VALERO","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0051197","DADR0ECCC","",1
"168753","RAINIER VALLEY LEADERSHIP ACADEMY","RAINIER VALLEY LEADERSHIP ACADEMY","09/22/2022","School Lunch Program - Risk II","6020 RAINIER AVE S","SEATTLE","98118","(206) 305-0646",-122.27641527,47.54774259,"RAINIER VALLEY LEADERSHIP ACADEMY","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0086967","DATFVQ2G8","",NA
"168761","RAINIER VIEW ELEMENTARY SCHOOL","RAINIER VIEW ELEMENTARY SCHOOL","11/02/2022","School Lunch Program - Risk II","11650 BEACON AVE S ","Seattle","98178","",-122.2631720198,47.4988633075,"RAINIER VIEW ELEMENTARY SCHOOL","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0003582","DAUSEEJET","",NA
"168816","RAINIER VISTA BOYS & GIRLS CLUB","RAINIER VISTA BOYS & GIRLS CLUB","05/24/2022","Non-Profit Institution - Risk Category III","4520 M L KING JR WAY S","SEATTLE","98108","(206) 461-8573",-122.2940093603,47.5625844293,"RAINIER VISTA BOYS & GIRLS CLUB","Consultation/Education - Field",0,"Complete","false","","",0,"PR0077558","DADFPHDMT","",NA
"168856","RAISBECK AVIATION HIGH SCHOOL","RAISBECK AVIATION HIGH SCHOOL","05/20/2022","School Lunch Program - Risk II","9229 E MARGINAL WAY S","SEATTLE","98108","(206) 433-2209",-122.30189141,47.5206932,"RAISBECK AVIATION HIGH SCHOOL","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0083070","DA1ENYVWA","",NA
"168874","Raised Doughnuts","Raised Doughnuts","05/09/2022","Seating 13-50 - Risk Category II","2301 E Union ST STE L","Seattle","98122","(360) 888-2453",-122.30241526,47.61276905,"Raised Doughnuts","Consultation/Education - Field",0,"Complete","false","","",0,"PR0090245","DA6723TXT","",NA
"168875","RAIZ","RAIZ","11/18/2021","Seating 13-50 - Risk Category III","500 NW 65TH ST","SEATTLE","98117","(206) 535-0391",-122.36281658,47.67614328,"RAIZ","Return Inspection",0,"Satisfactory","false","","",0,"PR0081003","DAVNM7S89","",3
"169040","RAMA DELI & MARKET","RAMA DELI & MARKET","10/07/2022","Seating 0-12 - Risk Category II","2801 1ST AVE #A","SEATTLE","98121","",-122.3522988605,47.6164120321,"RAMA DELI & MARKET","Consultation/Education - Field",0,"Complete","false","","",0,"PR0071014","DAZFVLNRJ","",1
"169077","RAMBUTAN CAFE","RAMBUTAN CAFE","11/18/2022","Seating 51-150 - Risk Category III","620 BOREN AVE N","SEATTLE","98109","(704) 328-4000",-122.33637,47.62516,"RAMBUTAN CAFE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0088488","DASEFFUXV","",1
"169078","RAMEN DANBO","RAMEN DANBO","10/17/2022","Seating 13-50 - Risk Category III","1222 E PINE ST STE A","SEATTLE","98122","(778) 991-0203",-122.315906,47.615449,"RAMEN DANBO","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0083905","DAF4IQOZT","IVXPYA8KB",1
"169237","RANCHO BRAVO","RANCHO BRAVO","03/07/2022","Seating 0-12 - Risk Category III","211 NE 45TH ST ","Seattle","98105","(206) 790-0155",-122.3263760765,47.6611921695,"RANCHO BRAVO","Routine Inspection/Field Review",8,"Satisfactory","false","BLUE","4700 - Garbage, refuse properly disposed; facilities...",3,"PR0002110","DA83WIYJT","IV2KW1EVM",1
"169276","RANCHO BRAVO TACOS","RANCHO BRAVO TACOS","10/01/2022","Seating 13-50 - Risk Category III","1001 E PINE ST","Seattle","98122","(206) 322-9399",-122.3189834957,47.6151005809,"RANCHO BRAVO TACOS","Return Inspection",0,"Satisfactory","false","","",0,"PR0003081","DAGXFPRPB","",3
"169392","RANEY'S BAR & GRILL","RANEY'S BAR & GRILL","07/28/2022","Seating 13-50 - Risk Category III","3923 AIRPORT WAY S","SEATTLE","98108","(206) 371-5078",-122.32286523,47.568211,"RANEY'S BAR & GRILL","Consultation/Education - Field",0,"Complete","false","","",0,"PR0081930","DAWU1JMUF","",1
"169403","RAPPORT","RAPPORT","08/01/2022","Seating 51-150 - Risk Category III","700 BROADWAY E","SEATTLE","98102","(425) 615-2348",-122.3211323,47.6253556,"RAPPORT","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2300 - Proper Consumer Advisory posted for raw ...",5,"PR0089107","DAPBQG0AQ","IVYNN3R37",2
"169409","RAS DASHEN ETHIOPIAN RESTAURANT","RAS DASHEN","09/08/2022","Seating 51-150 - Risk Category III","2801 E CHERRY ST ","SEATTLE","98122","(301) 332-2133",-122.2956160741,47.6077702498,"RAS DASHEN ETHIOPIAN RESTAURANT","Routine Inspection/Field Review",10,"Unsatisfactory","false","BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0076172","DARU9NI6E","IV0II0WPE",1
"169411","RASAI INDIAN","RASAI INDIAN","11/10/2022","Seating 13-50 - Risk Category III","473 N 36TH ST","SEATTLE","98103","(206) 271-2832",-122.3525323676,47.6515483747,"RASAI INDIAN","Routine Inspection/Field Review",25,"Unsatisfactory","false","BLUE","4400 - Plumbing properly sized, installed,...",5,"PR0067649","DADPKIA0P","IVC066YH0",2
"169478","RATAUL ENTERPRISES INC","RATAUL ENTERPRISES INC","04/21/2022","Seating 0-12 - Risk Category III","101 NE 50TH ST ","Seattle","98105","(253) 796-7155",-122.3279615798,47.6647197954,"RATAUL ENTERPRISES INC","Routine Inspection/Field Review",3,"Satisfactory","false","BLUE","3700 - In-use utensils properly stored",3,"PR0014719","DA0EDG0QG","IV14LT6AT",1
"169479","RAVENNA BREWING","RAVENNA BREWING","08/18/2022","Seating 51-150 - Risk Category I","5408 26TH AVE NE","SEATTLE","98105","(206) 251-1332",-122.299251,47.668244,"RAVENNA BREWING","Routine Inspection/Field Review",12,"Unsatisfactory","false","BLUE","5000 - Posting of permit; mobile establishment name...",2,"PR0085482","DAA7V3DME","IVYXI0YXN",1
"169487","RAVENNA CATERING","RAVENNA CATERING","05/10/2022","Seating 0-12 - Risk Category III","6552 15TH AVE NE","SEATTLE","98115","(206) 295-0012",-122.31176639,47.67731837,"RAVENNA CATERING","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0084112","DAJTHY9Y2","IVVRFO656",1
"169510","RAVENNA'S VARSITY RESTAURANT, INC","RAVENNA'S VARSITY RESTAURANT, INC","03/29/2022","Seating 51-150 - Risk Category III","2300 NE 65TH ST ","SEATTLE","98115","(206) 525-2701",-122.3024168018,47.6759188483,"RAVENNA'S VARSITY RESTAURANT, INC","Return Inspection",0,"Satisfactory","false","","",0,"PR0069819","DAJS40HPE","",3
"169624","RAVISHING RADISH CATERING","RAVISHING RADISH CATERING","10/27/2022","Caterer - Risk Category III","1801 E MARION ST","SEATTLE","98122","",-122.3234343753,47.6515497277,"RAVISHING RADISH CATERING","Routine Inspection/Field Review",18,"Unsatisfactory","false","BLUE","4100 - Warewashing facilities properly installed, maintained, used;",5,"PR0068937","DA5BEODOO","IVOFPT9QU",NA
"169668","RAY'S BOAT HOUSE RESTAURANT","RAY'S BOAT HOUSE RESTAURANT","09/28/2022","Seating 151-250 - Risk Category III","6049 SEAVIEW AVE NW ","SEATTLE","98107","(206) 789-4130",-122.4074312905,47.6736976896,"RAY'S BOAT HOUSE RESTAURANT","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0001817","DA3GMZ0AF","",1
"169767","RAYGUN LOUNGE","RAYGUN LOUNGE","09/13/2022","Seating 0-12 - Risk Category I","501 E PINE ST #B","SEATTLE","98122","(206) 329-6260",-122.3252154747,47.6150636261,"RAYGUN LOUNGE","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","0600 - Adequate handwashing facilities",10,"PR0076118","DA8SQ62NL","IV7V6C9NO",1
"169786","RAZZI'S PIZZERIA DOWNTOWN","RAZZI'S PIZZERIA DOWNTOWN","06/06/2022","Seating 0-12 - Risk Category III","1314 HOWELL ST","SEATTLE","98101","(206) 782-9005",-122.32942216,47.61801147,"RAZZI'S PIZZERIA DOWNTOWN","Routine Inspection/Field Review",30,"Unsatisfactory","false","RED","1600 - Proper cooling procedure",25,"PR0085452","DAT5SG1R6","IVGZOE5Y2",3
"169801","RAZZIS PIZZERIA","RAZZIS PIZZERIA","07/20/2022","Seating 51-150 - Risk Category III","8523 GREENWOOD AVE N ","Seattle","98103","(206) 782-9005",-122.3556470032,47.6913211814,"RAZZIS PIZZERIA","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0010865","DAN9CD0ZQ","",2
"169851","REAL FINE COFFEE","REAL FINE COFFEE","10/11/2022","Seating 13-50 - Risk Category I","616 E PINE ST","Seattle","98122","(206) 852-8434",-122.3242807728,47.6153906124,"REAL FINE COFFEE","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0055868","DAEOS675Q","IVPXYTIH9",1
"169856","REAL GREEK","REAL GREEK @ GEORGETOWN","06/13/2022","Seating 0-12 - Risk Category II","5707 AIRPORT WAY S","SEATTLE","98108","(206) 251-1411",-122.3190399,47.55096076,"REAL GREEK","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0084033","DAKDRJX62","",1
"169867","REAL NETWORKS CAFE","REAL NETWORKS CAFE","11/29/2022","Seating 0-12 - Risk Category III","1501 1ST AVE S STE 600","SEATTLE","98134","(206) 674-2627",-122.33470235,47.58983436,"REAL NETWORKS CAFE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0083379","DANBNGEUF","",1
"169884","REALFINE COFFEE","REALFINE COFFEE","11/14/2022","Seating 13-50 - Risk Category I","7900 35TH AVE SW","SEATTLE","98126","(206) 852-8434",-122.37643046,47.53182134,"REALFINE COFFEE","Routine Inspection/Field Review",3,"Satisfactory","false","BLUE","4600 - Toilet facilities properly constructed, supplied, cleaned",3,"PR0089363","DAMLG6ZHR","IV0KRUBW0",1
"169885","REALFINE COFFEE","REALFINE COFFEE","10/15/2021","Seating 13-50 - Risk Category II","4480 FAUNTLEROY WAY SW","SEATTLE","98126","(206) 852-8434",-122.37828777,47.563337,"REALFINE COFFEE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0085419","DAKNC48C2","",1
"169895","REBELDE RESTAURANT","REBELDE RESTAURANT","","Seating 13-50 - Risk Category III","5628 UNIVERSITY WAY NE LOWER","SEATTLE","98105","(206) 715-3709",-122.312678461,47.670347961,"","",NA,"","","","",0,"PR0061758","","",NA
"169897","RECKLESS NOODLE HOUSE","RECKLESS NOODLE HOUSE","12/16/2021","Seating 13-50 - Risk Category III","2519 S JACKSON ST","SEATTLE","98144","(760) 937-2095",-122.29906422,47.59910596,"RECKLESS NOODLE HOUSE","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0085825","DAJO5VTLC","IVBVAA0HG",1
"169903","Recovery Place Seattle","Recovery Place Seattle","11/22/2022","Non-Profit Institution - Risk Category III","1701 18th AVE S","Seattle","98144","(253) 833-7444",-122.31012719,47.58813357,"Recovery Place Seattle","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0090273","DABCOEXER","IVQHX49G0",NA
"169925","RED BOWLS","RED BOWLS","07/08/2022","Seating 13-50 - Risk Category III","812 3RD AVE ","SEATTLE","98104","(253) 777-5696",-122.3328222612,47.6046895374,"RED BOWLS","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0002971","DA5RKTPUX","",2
"169943","RED COW","RED COW","07/28/2022","Seating 13-50 - Risk Category III","1423 34TH AVE #A","SEATTLE","98122","(480) 332-8146",-122.2895390632,47.6136247984,"RED COW","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0071956","DAVFVWHWA","",1
"170114","RED MILL BURGERS","RED MILL BURGERS","09/28/2022","Seating 13-50 - Risk Category III","1613 W DRAVUS ST ","Seattle","98119","(206) 789-6362",-122.3782488913,47.6482578005,"RED MILL BURGERS","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0052612","DADNVVI3A","IVGFXEF34",3
"170195","RED MILL RESTAURANT","RED MILL RESTAURANT","09/15/2022","Seating 13-50 - Risk Category III","312 N 67TH ST","Seattle","98103","(206) 893-6362",-122.3546229148,47.6778960221,"RED MILL RESTAURANT","Routine Inspection/Field Review",10,"Unsatisfactory","false","BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0012649","DAT0LLBOQ","IVDJ4SHGT",1
